UDI,Type_L,Type_M,Type_H,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_diff_K,Power_proxy,wear_raw,RUL,Machine failure,split
5709,1,0,0,1.1474439689778415,1.1420675660547381,0.5434298293925592,-0.13954733465248514,0.5506436647643491,-0.6000037419927929,0.22515436741271697,143,110.0,0,train
5710,1,0,0,1.0974479353501918,1.1420675660547381,0.1737839633122237,-0.13954733465248514,0.5820650271292866,-0.5001080088471117,0.021670319759358965,145,108.0,0,train
5711,0,0,1,1.0974479353501918,1.1420675660547381,-0.7872952884966488,0.6572953918974942,0.6134863894942243,-0.5001080088471117,0.5625276596101044,147,106.0,0,train
5712,1,0,0,1.0974479353501918,1.0746666804492095,0.0998547900961566,-0.4118859880303265,0.6920397954065682,-0.6000037419927362,-0.41885395316555857,152,101.0,0,train
5713,1,0,0,1.0974479353501918,1.1420675660547381,-1.3451245045815188,1.4743113520310176,0.7234611577715059,-0.5001080088471117,1.2251687163465579,154,99.0,0,train
5714,1,0,0,1.0974479353501918,1.276869337265834,0.44261732046155866,-0.20006703540311663,0.7548825201364434,-0.3003165425558058,0.07787523994020115,156,97.0,0,train
5715,1,0,0,1.0974479353501918,1.2094684516603051,0.5904756668936929,-0.40179937123855447,0.7863038825013811,-0.40021227570143036,-0.1521585397903967,158,95.0,0,train
5716,0,0,1,1.0974479353501918,1.276869337265834,0.44933815439029207,-0.42197260482209853,0.8177252448663187,-0.3003165425558058,-0.2552328425913489,160,93.0,0,train
5717,1,0,0,1.1474439689778415,1.3442702228714007,-1.183824490291918,1.2322325490284922,0.8962786507786626,-0.3003165425558058,1.0393014223242352,165,88.0,0,train
5718,1,0,0,1.1474439689778415,1.3442702228714007,1.4507424097715649,-1.1986420977885337,0.9277000131436003,-0.3003165425558058,-1.0325553232643268,167,86.0,0,test
5719,1,0,0,1.1974400026054626,1.3442702228714007,0.6106381686798931,-0.7548309589505707,0.9591213755085378,-0.40021227570143036,-0.685597290244831,169,84.0,0,train
5720,1,0,0,1.1474439689778415,1.3442702228714007,-0.8881077974276493,0.33452365456079336,0.9905427378734755,-0.3003165425558058,0.06689112695806454,171,82.0,0,train
5721,1,0,0,1.1474439689778415,1.276869337265834,-0.646157775993248,1.2019726986531762,1.021964100238413,-0.40021227570148715,1.3983266440387645,173,80.0,0,train
5722,0,1,0,1.1474439689778415,1.2094684516603051,-0.5856702706346476,0.3446102713525654,1.0533854626033508,-0.5001080088471117,0.26748058288314613,175,78.0,0,train
5723,1,0,0,1.0974479353501918,1.1420675660547381,-0.2832327438416457,0.4656496728538284,1.100517506150757,-0.5001080088471117,0.6258157032584855,178,75.0,0,train
5724,0,1,0,1.1474439689778415,1.2094684516603051,-0.3706035849151796,0.8085946437740725,1.1319388685156946,-0.5001080088471117,1.05091812820063,180,73.0,0,train
5725,1,0,0,1.1474439689778415,1.2094684516603051,-0.6528786099219813,1.0405868299848258,1.179070912063101,-0.5001080088471117,1.1735932259827928,183,70.0,0,train
5726,0,1,0,1.1474439689778415,1.2094684516603051,0.18050479724095708,-0.5934450902822203,1.2104922744280386,-0.5001080088471117,-0.6461848359843214,185,68.0,0,val
5727,0,1,0,1.1974400026054626,1.276869337265834,-0.8881077974276493,1.0204135964012824,1.2576243179754452,-0.5001080088471117,0.9780549284709634,188,65.0,0,val
5728,0,1,0,1.1474439689778415,1.2094684516603051,0.19394646509842384,-0.5631852399069049,1.3047563615228515,-0.5001080088471117,-0.5948202099186439,191,62.0,0,train
5729,0,1,0,1.1974400026054626,1.276869337265834,-0.7268077831380484,0.6472087751057222,1.3518884050702578,-0.5001080088471117,0.5890102985015898,194,59.0,0,val
5730,0,1,0,1.1474439689778415,1.2094684516603051,-0.45125359205998006,-0.4320592216138699,1.3990204486176643,-0.5001080088471117,-0.7290545051322692,197,56.0,0,train
5731,1,0,0,1.1474439689778415,1.1420675660547381,1.7666216044220333,-1.4810673679581468,1.4461524921650706,-0.6000037419927929,-1.3871619794598657,200,53.0,0,test
5732,1,0,0,1.0974479353501918,1.0746666804492095,2.29756748479197,-1.9753115907549699,1.4775738545300083,-0.6000037419927362,-2.0747808707787336,202,51.0,0,val
5733,1,0,0,1.0974479353501918,1.1420675660547381,-0.7940161224253821,0.4555630560620563,1.5089952168949459,-0.5001080088471117,0.28739767431148733,204,49.0,0,test
5734,1,0,0,1.1474439689778415,1.2094684516603051,-0.2899535777703791,0.32443703776902205,1.5404165792598834,-0.5001080088471117,0.4220057744171756,206,47.0,0,train
5735,1,0,0,1.1474439689778415,1.2094684516603051,-1.0830119813609171,1.635697220699368,1.5718379416248212,-0.5001080088471117,1.63921035037999,208,45.0,1,test
5736,1,0,0,1.1974400026054626,1.2094684516603051,0.9601215329740285,-0.996909761953096,1.6032593039897587,-0.6000037419927362,-0.9084616838404915,210,43.0,0,test
5737,0,1,0,1.1974400026054626,1.276869337265834,-0.612553606349581,-0.34127967048792296,1.6346806663546962,-0.5001080088471117,-0.6870445861089691,212,41.0,0,train
5738,1,0,0,1.1474439689778415,1.2094684516603051,0.2947589740294244,0.2840905706019339,1.6818127099021027,-0.5001080088471117,0.7218931452592979,215,38.0,0,val
5739,1,0,0,1.1474439689778415,1.1420675660547381,-1.6744453670894541,0.8892875781082474,-1.6959837443286894,-0.6000037419927929,0.25661148679087525,0,253.0,0,test
5740,0,1,0,1.0974479353501918,1.1420675660547381,0.825704854399361,-0.8657837436600616,-1.6645623819637516,-0.5001080088471117,-0.7601953280632997,2,251.0,0,train
5741,0,1,0,1.1474439689778415,1.1420675660547381,0.032646450808822856,-0.16980718502780123,-1.6174303384163453,-0.6000037419927929,-0.10016132083046017,5,248.0,0,train
5742,0,1,0,1.1474439689778415,1.1420675660547381,-0.3168369134853126,0.05209838439118067,-1.5702982948689388,-0.6000037419927929,0.021660735018536298,8,245.0,0,val
5743,1,0,0,1.1474439689778415,1.1420675660547381,-0.7805744545679154,0.7077284758563537,-1.5231662513215325,-0.6000037419927929,0.6347486817046901,11,242.0,0,train
5744,0,1,0,1.0974479353501918,1.0746666804492095,-1.0158036420735834,0.2941771873937059,-1.491744888956595,-0.6000037419927362,-0.06483196616016862,13,240.0,0,train
5745,0,0,1,1.0974479353501918,1.0072657948436425,-0.32355774741404597,0.26391733701839054,-1.4446128454091884,-0.6998994751384175,0.31607521885123563,16,237.0,0,train
5746,1,0,0,1.0474519017225707,1.0072657948436425,2.455507082117204,-2.005571441130285,-1.3660594394968446,-0.6000037419927929,-2.0833352519624646,21,232.0,0,val
5747,0,1,0,1.0474519017225707,1.0072657948436425,0.7047298436821603,-0.8456105100765176,-1.3346380771319069,-0.6000037419927929,-0.7830261807015613,23,230.0,0,train
5748,1,0,0,1.0474519017225707,1.0072657948436425,0.019204782951356105,-0.05885440031831029,-1.2875060335845006,-0.6000037419927929,0.05412425218301664,26,227.0,0,train
5749,0,1,0,1.0974479353501918,1.1420675660547381,0.30820064188689117,-0.6035317070739923,-1.2560846712195628,-0.5001080088471117,-0.5991908517335252,28,225.0,0,train
5750,0,0,1,1.0974479353501918,1.2094684516603051,-1.3451245045815188,2.261067461789225,-1.2089526276721565,-0.40021227570143036,2.219489729232067,31,222.0,0,train
5751,1,0,0,1.0974479353501918,1.2094684516603051,2.455507082117204,-1.834098955670163,-1.1303992217598124,-0.40021227570143036,-1.7744813560812598,36,217.0,0,train
5752,0,0,1,1.1474439689778415,1.2094684516603051,-0.3706035849151796,0.2840905706019339,-1.098977859394875,-0.5001080088471117,0.31576850714492705,38,215.0,0,train
5753,0,0,1,1.1474439689778415,1.2094684516603051,1.8405507776381005,-1.5113272183334625,-1.0204244534825309,-0.5001080088471117,-1.4123602630811884,43,210.0,0,train
5754,1,0,0,1.0974479353501918,1.0746666804492095,-0.7671327867104486,1.4238782680721582,-0.9418710475701869,-0.6000037419927362,1.6073698413689468,48,205.0,0,train
5755,1,0,0,1.0474519017225707,1.0072657948436425,1.3230465651256307,-1.2389885649556216,-0.9104496852052493,-0.6000037419927929,-1.1499396441126868,50,203.0,0,train
5756,1,0,0,1.0474519017225707,0.9398649092380756,-0.935153634928783,0.9296340452753356,-0.8790283228403117,-0.6998994751384743,0.8244498720558562,52,201.0,0,train
5757,0,1,0,0.997455868094921,1.0072657948436425,-1.1031744831471173,1.2423191658202637,-0.8476069604753741,-0.5001080088471117,1.112432994796921,54,199.0,0,train
5758,1,0,0,0.9474598344672714,0.8724640236325469,-1.1031744831471173,1.5751775199487366,-0.8004749169279677,-0.6000037419927362,1.5444939415759167,57,196.0,0,train
5759,1,0,0,0.9474598344672714,0.8724640236325469,-0.19586190276811186,0.08235823476649605,-0.7690535545630302,-0.6000037419927362,0.1346935835336584,59,194.0,0,test
5760,1,0,0,0.8974638008396503,0.8724640236325469,0.14017979366855685,-0.42197260482209853,-0.7376321921980925,-0.5001080088471117,-0.4130743544498277,61,192.0,0,train
5761,0,1,0,0.9474598344672714,0.8724640236325469,-0.05472439026471101,-0.4421458384056419,-0.7062108298331549,-0.6000037419927362,-0.5417590847274522,63,190.0,0,test
5762,1,0,0,0.9474598344672714,0.8050631380269799,-1.0830119813609171,0.9901537460259664,-0.6590787862857486,-0.6998994751384175,0.7994336985101537,66,187.0,0,train
5763,1,0,0,0.8974638008396503,0.8050631380269799,-1.3182411688665854,1.2423191658202637,-0.6276574239208109,-0.6000037419927929,0.9520227723981168,68,185.0,0,train
5764,0,0,1,0.8974638008396503,0.8050631380269799,-0.5319035992047806,-0.05885440031831029,-0.5962360615558733,-0.6000037419927929,-0.25553955429765607,70,183.0,0,val
5765,1,0,0,0.8474677672120007,0.8050631380269799,0.39557148296042505,-0.21015365219488868,-0.5176826556435293,-0.5001080088471117,0.03714967618706308,75,178.0,0,test
5766,1,0,0,0.8474677672120007,0.8724640236325469,1.1953507204796965,-0.9565632947860085,-0.48626129327859174,-0.40021227570143036,-0.742003489982938,77,176.0,0,test
5767,0,1,0,0.8474677672120007,0.8050631380269799,-0.7872952884966488,0.26391733701839054,-0.4548399309136541,-0.5001080088471117,0.034341347126185785,79,174.0,0,train
5768,0,1,0,0.7974717335843795,0.8050631380269799,-0.7738536206391821,0.6572953918974942,-0.40770788736624775,-0.40021227570148715,0.5714414685746652,82,171.0,0,train
5769,1,0,0,0.8474677672120007,0.8724640236325469,-0.7335286170667817,0.5967756911468627,-0.36057584381884134,-0.40021227570143036,0.5164633952190524,85,168.0,0,train
5770,1,0,0,0.8474677672120007,0.8724640236325469,-1.224149493864318,1.1111931475272294,-0.32915448145390375,-0.40021227570143036,0.8542392465309688,87,166.0,0,val
5771,1,0,0,0.7974717335843795,0.8050631380269799,-0.8208994581403156,0.2941771873937059,-0.2977331190889661,-0.40021227570148715,0.05441179440767989,89,164.0,0,test
5772,1,0,0,0.7974717335843795,0.8050631380269799,-0.03456188847851089,0.3748701217278815,-0.2663117567240285,-0.40021227570148715,0.6524325285214798,91,162.0,0,train
5773,1,0,0,0.7974717335843795,0.8724640236325469,1.1819090526222298,-1.01708299553664,-0.23489039435909093,-0.3003165425558058,-0.8459595889395245,93,160.0,0,test
5774,0,0,1,0.7974717335843795,0.8050631380269799,-0.9082702992138495,0.6875552422728096,-0.2034690319941533,-0.40021227570148715,0.5224155192695807,95,158.0,0,train
5775,1,0,0,0.7474756999567299,0.7376622524214513,0.4829423240339589,-0.573271856698677,-0.12491562608180933,-0.40021227570143036,-0.4683974784750362,100,153.0,0,train
5776,1,0,0,0.7974717335843795,0.7376622524214513,2.455507082117204,-1.8643588060454788,-0.09349426371687172,-0.5001080088471117,-1.8289849847661785,102,151.0,0,train
5777,1,0,0,0.7974717335843795,0.7376622524214513,-1.3787286742251856,0.9296340452753356,-0.06207290135193413,-0.5001080088471117,0.5132141680803582,104,149.0,0,test
5778,1,0,0,0.7974717335843795,0.7376622524214513,-0.8208994581403156,0.4454764392702843,-0.030651538986996525,-0.5001080088471117,0.256841520570606,106,147.0,0,train
5779,0,1,0,0.8474677672120007,0.7376622524214513,-0.27651190991291236,0.14287793551712755,0.0007698233779410748,-0.6000037419927362,0.17339676697333176,108,145.0,0,test
5780,1,0,0,0.7974717335843795,0.7376622524214513,1.007167370475162,-1.0876893130790433,0.047901866925347474,-0.5001080088471117,-1.0331879161585864,111,142.0,0,val
5781,1,0,0,0.8474677672120007,0.8050631380269799,-0.08832855990837787,0.24374410343484648,0.07932322929028507,-0.5001080088471117,0.4299036008545923,113,140.0,0,train
5782,0,1,0,0.8474677672120007,0.7376622524214513,0.5904756668936929,-0.33119305369615093,0.11074459165522267,-0.6000037419927362,-0.04360176523919817,115,138.0,0,test
5783,1,0,0,0.8474677672120007,0.7376622524214513,-0.5050202634898471,-0.018507933151222865,0.15787663520262907,-0.6000037419927362,-0.18465081117734433,118,135.0,0,test
5784,0,0,1,0.8974638008396503,0.7376622524214513,0.08641312223868984,-0.3614529040714671,0.18929799756756668,-0.6998994751384175,-0.35178952163326743,120,133.0,0,test
5785,0,1,0,0.8974638008396503,0.7376622524214513,-0.881386963498916,0.18322440268421497,0.26785140347991065,-0.6998994751384175,-0.1300944664179038,125,128.0,0,test
5786,1,0,0,0.8474677672120007,0.7376622524214513,-0.41092858848757985,-0.2807599697372915,0.31498344702731707,-0.6000037419927362,-0.49732422627615847,128,125.0,0,train
5787,1,0,0,0.8474677672120007,0.8050631380269799,-0.061445224193444385,-0.33119305369615093,0.34640480939225465,-0.5001080088471117,-0.3848089537654297,130,123.0,0,train
5788,1,0,0,0.8474677672120007,0.8724640236325469,0.3619673133167582,-0.11937410106894178,0.37782617175719224,-0.40021227570143036,0.15562665748914292,132,121.0,0,test
5789,1,0,0,0.8974638008396503,1.0072657948436425,-0.5856702706346476,0.33452365456079336,0.4092475341221299,-0.3003165425558058,0.25364980187684366,134,119.0,0,val
5790,0,1,0,0.8974638008396503,1.0072657948436425,-0.7671327867104486,0.9094608116917915,0.4406688964870675,-0.3003165425558058,0.9151981981595773,136,117.0,0,train
5791,0,1,0,0.8474677672120007,0.8050631380269799,0.22082980081335732,-0.5530986231151328,0.4878009400344739,-0.5001080088471117,-0.5666506566424676,139,114.0,0,train
5792,0,1,0,0.8974638008396503,0.8724640236325469,0.07969228830995648,0.011751917224093241,0.5349329835818802,-0.5001080088471117,0.19156943557204956,142,111.0,0,train
5793,0,1,0,0.8974638008396503,0.8724640236325469,0.6308006704660931,-0.8456105100765176,0.5820650271292866,-0.5001080088471117,-0.8163427397992093,145,108.0,0,test
5794,1,0,0,0.8974638008396503,0.8724640236325469,-0.3974869206301131,0.42530320568674096,0.6291970706766931,-0.5001080088471117,0.49674758334797603,148,105.0,0,train
5795,0,1,0,0.9474598344672714,1.0072657948436425,-0.25634940812671225,0.08235823476649605,0.6606184330416307,-0.40021227570143036,0.09949841523487721,150,103.0,0,train
5796,0,1,0,0.9474598344672714,0.9398649092380756,-0.4378119242025133,-0.00842131635945083,0.7077504765890371,-0.5001080088471117,-0.13246189740096426,153,100.0,0,train
5797,1,0,0,0.8474677672120007,0.7376622524214513,-0.881386963498916,1.524744435989877,0.7548825201364434,-0.6000037419927362,1.6533095041293118,156,97.0,0,train
5798,1,0,0,0.7974717335843795,0.6702613668158843,-0.666320277779448,0.26391733701839054,0.7863038825013811,-0.6000037419927929,0.10783713975011137,158,95.0,0,val
5799,1,0,0,0.7474756999567299,0.6028604812103173,0.46950065617649217,-0.09920086748539772,0.8177252448663187,-0.6000037419927929,0.24579989914353756,160,93.0,0,train
5800,1,0,0,0.7474756999567299,0.5354595956047887,0.42245481867535856,-0.5530986231151328,0.8491466072312562,-0.6998994751384175,-0.46744858913364734,162,91.0,0,train
5801,1,0,0,0.7474756999567299,0.6028604812103173,-0.41092858848757985,0.47573628964560044,0.8805679695961939,-0.6000037419927929,0.5586745937996173,164,89.0,0,train
5802,1,0,0,0.7474756999567299,0.5354595956047887,-0.7872952884966488,0.4656496728538284,0.9119893319611314,-0.6998994751384175,0.30520612275896475,166,87.0,0,train
5803,1,0,0,0.6974796663290803,0.5354595956047887,-0.26979107598417895,-0.20006703540311663,0.943410694326069,-0.6000037419927362,-0.3081981203743189,168,85.0,0,test
5804,1,0,0,0.7474756999567299,0.6028604812103173,0.9466798651165618,-0.896043594035377,0.9748320566910067,-0.6000037419927929,-0.7540706786779717,170,83.0,0,train
5805,1,0,0,0.7474756999567299,0.6028604812103173,-1.1098953170758508,0.6572953918974942,1.0062534190559442,-0.6000037419927929,0.34859624446064846,172,81.0,0,train
5806,0,1,0,0.6974796663290803,0.6028604812103173,0.18050479724095708,-0.06894101711008233,1.0376747814208818,-0.5001080088471117,0.1298341199368498,174,79.0,0,train
5807,1,0,0,0.6974796663290803,0.6028604812103173,-0.6058327724208477,0.5463426071880032,1.0848068249682883,-0.5001080088471117,0.5310417860094789,177,76.0,0,test
5808,0,1,0,0.6974796663290803,0.6028604812103173,-0.27651190991291236,-0.10928748427716975,1.1162281873332258,-0.5001080088471117,-0.1833952101296476,179,74.0,0,train
5809,1,0,0,0.6974796663290803,0.6702613668158843,1.363371568698031,-1.4407209007910595,1.1633602308806323,-0.40021227570143036,-1.466216921760615,182,71.0,0,train
5810,0,0,1,0.6474836327014591,0.6702613668158843,0.3350839776018247,-0.34127967048792296,1.1947815932455699,-0.3003165425558058,-0.19241445124325132,184,69.0,0,train
5811,1,0,0,0.6474836327014591,0.6702613668158843,2.190034141932236,-1.8240123388783913,1.273334999157914,-0.3003165425558058,-1.8392262803346018,189,64.0,0,train
5812,1,0,0,0.6474836327014591,0.7376622524214513,-0.5117410974185804,0.031925150807636596,1.3047563615228515,-0.20042080941012452,-0.11878447224781606,191,62.0,0,test
5813,1,0,0,0.6974796663290803,0.7376622524214513,-0.23618690634051212,-0.3715395208632391,1.336177723887789,-0.300316542555749,-0.5335833008061949,193,60.0,0,train
5814,1,0,0,0.5974875990738095,0.6702613668158843,1.5515549187025655,-1.097775929870815,1.3675990862527267,-0.20042080941012452,-0.8233683548218143,195,58.0,0,train
5815,0,1,0,0.6474836327014591,0.6702613668158843,-0.8612244617127159,0.7581615598152132,1.3990204486176643,-0.3003165425558058,0.6478797766309784,197,56.0,0,train
5816,1,0,0,0.5974875990738095,0.6702613668158843,0.9399590311878283,-0.7043978749917112,1.4461524921650706,-0.20042080941012452,-0.45292770678815336,200,53.0,0,train
5817,1,0,0,0.6474836327014591,0.6702613668158843,0.34852564545929143,-0.4421458384056419,1.4775738545300083,-0.3003165425558058,-0.3370290207672201,202,51.0,0,test
5818,1,0,0,0.6474836327014591,0.6702613668158843,0.07969228830995648,-0.49257892236450135,1.5089952168949459,-0.3003165425558058,-0.547414081812496,204,49.0,0,train
5819,1,0,0,0.6474836327014591,0.6702613668158843,0.05952978652375635,-0.3110198201126076,1.5404165792598834,-0.3003165425558058,-0.29199032364413396,206,47.0,0,train
5820,1,0,0,0.6474836327014591,0.6702613668158843,-0.7536911188529819,0.193311019475987,1.5718379416248212,-0.3003165425558058,-0.040381292322970636,208,45.0,0,train
5821,1,0,0,0.6474836327014591,0.7376622524214513,1.296163229410697,-1.2490751817473933,1.6032593039897587,-0.20042080941012452,-1.177074045380075,210,43.0,0,train
5822,1,0,0,0.6474836327014591,0.7376622524214513,-1.52658702065732,0.9296340452753356,1.6346806663546962,-0.20042080941012452,0.40946893342185847,212,41.0,0,train
5823,0,1,0,0.6474836327014591,0.6702613668158843,-0.45125359205998006,1.0305002131930545,1.6661020287196338,-0.3003165425558058,1.304204489165663,214,39.0,0,train
5824,1,0,0,0.5974875990738095,0.6702613668158843,0.09313395616742322,-0.06894101711008233,1.7132340722670403,-0.20042080941012452,0.08086567907669864,217,36.0,0,train
5825,1,0,0,0.5974875990738095,0.6702613668158843,0.44261732046155866,-0.2807599697372915,1.7446554346319778,-0.20042080941012452,-0.044502730876476486,219,34.0,0,train
5826,1,0,0,0.6474836327014591,0.7376622524214513,-0.7872952884966488,0.20339763626775906,1.7760767969969153,-0.20042080941012452,-0.04691808556364818,221,32.0,0,train
5827,0,1,0,0.6474836327014591,0.7376622524214513,-0.25634940812671225,0.1227047019335842,1.807498159361853,-0.20042080941012452,0.15670014846121946,223,30.0,0,train
5828,1,0,0,0.6474836327014591,0.7376622524214513,0.6308006704660931,0.09244485155826809,-1.6959837443286894,-0.20042080941012452,0.6312598360454418,0,253.0,0,train
5829,1,0,0,0.6474836327014591,0.7376622524214513,-0.17569940098191175,-0.08911425069362568,-1.6645623819637516,-0.20042080941012452,-0.09863734703974412,2,251.0,0,val
5830,0,1,0,0.5974875990738095,0.7376622524214513,0.2947589740294244,-0.573271856698677,-1.633141019598814,-0.1005250762644432,-0.5604493293305639,4,249.0,0,val
5831,0,1,0,0.6474836327014591,0.8050631380269799,-0.6192744402783145,0.24374410343484648,-1.5860089760514078,-0.10052507626449998,0.1088531222772547,7,246.0,0,test
5832,1,0,0,0.6474836327014591,0.8724640236325469,-0.37732441884391293,1.0809332971519139,-1.5388769325040013,-0.0006293431188186668,1.4277709678442823,10,243.0,0,train
5833,1,0,0,0.6474836327014591,0.8050631380269799,0.9735632008314952,-0.7951774261176581,-1.5074555701390637,-0.10052507626449998,-0.5816028523249566,12,241.0,0,train
5834,1,0,0,0.6474836327014591,0.8050631380269799,-0.4915785956323803,0.4555630560620563,-1.4760342077741262,-0.10052507626449998,0.4793321092742049,14,239.0,0,val
5835,1,0,0,0.6474836327014591,0.8724640236325469,-0.646157775993248,0.9901537460259664,-1.4446128454091884,-0.0006293431188186668,1.1096917589217974,16,237.0,0,train
5836,1,0,0,0.6474836327014591,0.8050631380269799,0.9265173633303616,-0.996909761953096,-1.413191483044251,-0.10052507626449998,-0.9228867187777644,18,235.0,0,test
5837,1,0,0,0.5974875990738095,0.7376622524214513,0.13345895973982347,-0.028594549942994183,-1.3817701206793134,-0.1005250762644432,0.16289189103230195,20,233.0,0,test
5838,0,1,0,0.6474836327014591,0.7376622524214513,2.0421757955001016,-1.4709807511663753,-1.3503487583143756,-0.20042080941012452,-1.2701610482443908,22,231.0,0,train
5839,0,1,0,0.6974796663290803,0.8050631380269799,-0.36388275098644624,-0.35136628727969504,-1.3032167147669693,-0.20042080941012452,-0.5713951033494112,25,228.0,0,train
5840,0,1,0,0.6974796663290803,0.8050631380269799,0.0729714543812231,-0.3715395208632391,-1.2560846712195628,-0.20042080941012452,-0.3735372985586312,28,225.0,0,val
5841,0,1,0,0.6474836327014591,0.7376622524214513,0.3418048115305581,-0.9162168276189211,-1.2089526276721565,-0.20042080941012452,-1.0526545247682888,31,222.0,0,train
5842,0,1,0,0.6474836327014591,0.7376622524214513,0.9937257026176953,-0.9363900612024648,-1.1618205841247502,-0.20042080941012452,-0.7975374783062332,34,219.0,0,train
5843,1,0,0,0.6974796663290803,0.8050631380269799,-1.1771036563631845,1.070846680360142,-1.1146885405773437,-0.20042080941012452,0.8365074760100686,37,216.0,0,train
5844,1,0,0,0.7474756999567299,0.8050631380269799,1.1415840490498295,-1.1280357802461307,-1.0832671782124061,-0.3003165425558058,-1.0423892673478103,39,214.0,0,train
5845,1,0,0,0.6974796663290803,0.7376622524214513,-0.45797442598871346,-0.29084658652906353,-1.0518458158474686,-0.300316542555749,-0.5362957824588505,41,212.0,0,train
5846,0,1,0,0.6974796663290803,0.8050631380269799,1.3230465651256307,-1.3600279664568842,-1.0204244534825309,-0.20042080941012452,-1.3485738129100582,43,210.0,0,train
5847,1,0,0,0.6974796663290803,0.8724640236325469,0.9668423669027618,-0.6741380246163958,-0.9732924099351246,-0.1005250762644432,-0.39214128049434316,46,207.0,0,train
5848,1,0,0,0.6974796663290803,0.8724640236325469,-0.8948286313563828,0.23365748664307442,-0.9418710475701869,-0.1005250762644432,-0.07115789510276006,48,205.0,0,test
5849,1,0,0,0.6974796663290803,0.8724640236325469,2.455507082117204,-2.429209346384705,-0.9104496852052493,-0.1005250762644432,-2.846386053551324,50,203.0,0,train
5850,0,1,0,0.6974796663290803,0.8050631380269799,-0.646157775993248,0.7682481766069852,-0.8790283228403117,-0.20042080941012452,0.8073123554659277,52,201.0,0,train
5851,1,0,0,0.6474836327014591,0.7376622524214513,0.20066729902715721,-0.472405688780958,-0.8318962792929053,-0.20042080941012452,-0.45695329793343953,55,198.0,0,test
5852,1,0,0,0.5974875990738095,0.6702613668158843,0.28803814010069106,-0.7245711085752553,-0.8004749169279677,-0.20042080941012452,-0.7898888551301914,57,196.0,0,train
5853,0,0,1,0.5974875990738095,0.6028604812103173,1.8002257740657002,-1.7836658717113036,-0.7690535545630302,-0.3003165425558058,-1.8920382022644175,59,194.0,0,train
5854,1,0,0,0.5974875990738095,0.6702613668158843,0.24771313652829083,-0.49257892236450135,-0.6905001486506861,-0.20042080941012452,-0.4633079810984962,64,189.0,0,train
5855,1,0,0,0.5974875990738095,0.6028604812103173,-0.7671327867104486,1.3431853337379827,-0.6590787862857486,-0.3003165425558058,1.4987938973361044,66,187.0,0,train
5856,0,1,0,0.5974875990738095,0.6028604812103173,-0.7133661152805817,0.5261693736044599,-0.6276574239208109,-0.3003165425558058,0.4341208868163206,68,185.0,0,train
5857,0,0,1,0.5974875990738095,0.6028604812103173,0.4560589883190254,-0.4118859880303265,-0.5805253803734045,-0.3003165425558058,-0.2364850895433053,71,182.0,0,train
5858,1,0,0,0.6474836327014591,0.6028604812103173,1.544834084773832,-1.6222800030429536,-0.5019719744610606,-0.40021227570148715,-1.7033529944403947,76,177.0,0,train
5859,1,0,0,0.6474836327014591,0.6702613668158843,-1.224149493864318,0.4555630560620563,-0.4705506120961229,-0.3003165425558058,0.014424255697844576,78,175.0,0,val
5860,1,0,0,0.6474836327014591,0.6702613668158843,0.07969228830995648,-0.6438781742410797,-0.43912924973118533,-0.3003165425558058,-0.7691091370278597,80,173.0,0,val
5861,1,0,0,0.6474836327014591,0.6028604812103173,0.24099230259955745,-0.6943112581999392,-0.40770788736624775,-0.40021227570148715,-0.7668663076754862,82,171.0,0,test
5862,1,0,0,0.6474836327014591,0.6702613668158843,0.16034229545475695,0.7783347933987572,-0.3762865250013101,-0.3003165425558058,1.3696874384623061,84,169.0,0,test
5863,1,0,0,0.6974796663290803,0.6702613668158843,-0.40420775455884644,0.0621850011829527,-0.3448651626363725,-0.40021227570143036,-0.014713356401364484,86,167.0,0,test
5864,0,1,0,0.6974796663290803,0.7376622524214513,1.5313924169163653,-1.4709807511663753,-0.3134438002714349,-0.300316542555749,-1.4551848850743685,88,165.0,0,test
5865,0,1,0,0.6974796663290803,0.6702613668158843,-0.29667441169911246,-0.35136628727969504,-0.2663117567240285,-0.40021227570143036,-0.5364107993487162,91,162.0,0,train
5866,0,1,0,0.7474756999567299,0.7376622524214513,-0.8612244617127159,0.001665300432321206,-0.21917971317662213,-0.40021227570143036,-0.3599557208137034,94,159.0,0,train
5867,1,0,0,0.7474756999567299,0.7376622524214513,-0.47813692777491357,0.5160827568126879,-0.17204766962921572,-0.40021227570143036,0.5717673497626177,97,156.0,0,train
5868,1,0,0,0.7474756999567299,0.6702613668158843,-0.24290774026924547,0.5362559903962312,-0.14062630726427813,-0.5001080088471117,0.7517016892160546,99,154.0,0,val
5869,1,0,0,0.7474756999567299,0.7376622524214513,1.349929900840564,-1.218815331372078,-0.10920494489934052,-0.40021227570143036,-1.1061373785556528,101,152.0,0,train
5870,1,0,0,0.7474756999567299,0.7376622524214513,2.455507082117204,-2.146784076215092,-0.07778358253440293,-0.40021227570143036,-2.3376855191587516,103,150.0,0,test
5871,1,0,0,0.7474756999567299,0.7376622524214513,2.455507082117204,-2.3384297952587576,-0.046362220169465326,-0.40021227570143036,-2.6828751674965687,105,148.0,0,val
5872,1,0,0,0.7474756999567299,0.7376622524214513,-0.41092858848757985,0.959893895650651,-0.014940857804527726,-0.40021227570143036,1.2345138386481134,107,146.0,0,train
